id,nom,slug,typologie,typologie_brute,type_communecter,domaines,specialites,offre,partenaires,siren,description_courte,site_web,email,telephone,adresse,ville,code_postal,pays_code,pays,region,latitude,longitude,tags,logo_url,logo_medium_url,logo_thumb_url,url_communecter,date_creation,date_maj
6a045c13ac507d049830b2c3,CT Defense,ctDefense,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,Sécurité Opérationnelle et Gouvernance (SOC),,,,,,https://ctdefense.com/,,,,,,,,,,,,,,,https://www.communecter.org/#@ctDefense,1778670611,1778670612
6a1978f54a20e6669b2e8069,CT Defense - Cyber Security Services in Maldives,ctDefenseCyberSecurityServicesInMaldives,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,"Société de conseil en cybersécurité proposant tests d’intrusion, audits de sécurité et prestations de cyberdéfense pour le marché maldivien.",https://ctdefense.com/cyber-security-services-in-maldives/,,,,Malé,,MV,Maldives,Maldives,4.1779879,73.5107387,,https://www.communecter.org/upload/communecter/organizations/6a1978f54a20e6669b2e8069/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a1978f54a20e6669b2e8069/medium/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a1978f54a20e6669b2e8069/thumb/profil-resized.png,https://www.communecter.org/#@ctDefenseCyberSecurityServicesInMaldives,1780054261,1780054261
6a1fd626334b8c1a301465b8,CT Defense Madagascar,ctDefenseMadagascar,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,Prestataire de pentesting avec page dédiée Madagascar.,https://ctdefense.com/pentesting-services-in-madagascar/,,,,,,,,,,,,https://www.communecter.org/upload/communecter/organizations/6a1fd626334b8c1a301465b8/logo-1-1-300x93.png,https://www.communecter.org/upload/communecter/organizations/6a1fd626334b8c1a301465b8/medium/logo-1-1-300x93.png,https://www.communecter.org/upload/communecter/organizations/6a1fd626334b8c1a301465b8/thumb/profil-resized.png,https://www.communecter.org/#@ctDefenseMadagascar,1780471334,1780471335
6a19887493d3e12c4c29a9cc,CTDefense - Cyber Security Services in Seychelles,ctdefenseCyberSecurityServicesInSeychelles,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,"Cabinet de cybersécurité spécialisé en tests d’intrusion, audit applicatif, revue de code et services de sécurité en marque blanche.",https://ctdefense.com/,,,,Victoria,,SC,Seychelles,Seychelles,-4.6232085,55.4523590,,https://www.communecter.org/upload/communecter/organizations/6a19887493d3e12c4c29a9cc/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a19887493d3e12c4c29a9cc/medium/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a19887493d3e12c4c29a9cc/thumb/profil-resized.png,https://www.communecter.org/#@ctdefenseCyberSecurityServicesInSeychelles,1780058228,1780058228
6a192589bb600b6cbf5777c1,CTDefense - Pentesting Services in Mozambique,ctdefensePentestingServicesInMozambique,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,,https://ctdefense.com/pentesting-services-in-mozambique/,,,,Maputo,,MZ,Mozambique,Mozambique,-25.9662130,32.5674500,,,,,https://www.communecter.org/#@ctdefensePentestingServicesInMozambique,1780032905,1780033464
6a19650779e0304b6b5aabde,CtrlS Datacenters,ctrlsDatacenters,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),,,,,,,"Opérateur de centres de données et services cloud intégrant sécurité, disponibilité, conformité et continuité d’activité pour les entreprises.",https://ctrls.in,,,"16, Software Units Layout, Madhapur, Hyderabad 500081, Telangana, India",Hyderabad,,IN,Inde,India,17.3605890,78.4740613,,https://www.communecter.org/upload/communecter/organizations/6a19650779e0304b6b5aabde/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a19650779e0304b6b5aabde/medium/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a19650779e0304b6b5aabde/thumb/profil-resized.png,https://www.communecter.org/#@ctrlsDatacenters,1780049159,1780049160
6a183213236a7a5de4298364,Cube Cyber,cubeCyber,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,,https://cubecyber.com.au/,,,"Cube Cyber, Australia",Brisbane City,,AU,Australie,Australia,-27.4689623,153.0235009,,,,,https://www.communecter.org/#@cubeCyber,1779970579,1779970579
6979ef86ad0c67004133946c,Cyber Insight (Pty) Ltd,cyberInsightPtyLtd,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,"cybersécurité, SOC & détection des menaces",https://www.cyberinsight.co.za/,info@cyberinsight.co.za,+27 83 657 3105,Bellville,Cape Town,8001,ZA,Afrique du Sud,Afrique du Sud,-33.928992,18.417396,CyberSecurity,https://www.communecter.org/upload/communecter/organizations/6979ef86ad0c67004133946c/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/6979ef86ad0c67004133946c/medium/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/6979ef86ad0c67004133946c/thumb/profil-resized.png,https://www.communecter.org/#@cyberInsightPtyLtd,1769599443,1769599443
69923105287bb306351f8816,Cyber Networks Seychelles,cyberNetworksSeychelles,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services) | Sécurité des postes | Sécurité des Applications | Audit/Conseil et Conformité | Architecte Sécurité | Auditeur de sécurité,NGO,"Sécurité des postes,Sécurité des Applications,Audit/Conseil et Conformité | Sécurité des postes | Sécurité des Applications | Audit/Conseil et Conformité | Architecte Sécurité | Auditeur de sécurité","Architecte Sécurité,Auditeur de sécurité",,,,,https://www.cybernetsey.com/,,,,Victoria,,SC,Seychelles,Seychelles,-4.625532987599934,55.449800491333015,Entreprises(produits/solutions et services) | Sécurité des postes | Sécurité des Applications | Audit/Conseil et Conformité | Architecte Sécurité | Auditeur de sécurité,https://www.communecter.org/upload/communecter/organizations/69923105287bb306351f8816/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/69923105287bb306351f8816/medium/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/69923105287bb306351f8816/thumb/pastedimage.png,https://www.communecter.org/#@cyberNetworksSeychelles,1771188638,1771229916
6a19881080ab8f662130bb74,Cyber Networks Seychelles (CyberNetSey),cyberNetworksSeychellesCybernetsey,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,Entreprise locale fournissant des services de cybersécurité et d’infrastructure réseau pour les organisations seychelloises.,https://www.cybernetsey.com/,,,"Victoria, Mahé, Seychelles",Victoria,,SC,Seychelles,Seychelles,-4.6232085,55.4523590,,https://www.communecter.org/upload/communecter/organizations/6a19881080ab8f662130bb74/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a19881080ab8f662130bb74/medium/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a19881080ab8f662130bb74/thumb/profil-resized.png,https://www.communecter.org/#@cyberNetworksSeychellesCybernetsey,1780058128,1780058129
698195a93ddd3459ad2d4506,Cyber sapiens,cyberSapiens,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services) | Sécurité Réseau | Sécurité Cloud | Cybersécurité Offensive (Pentest) | Développeur Sécurisé (DevSecOps) | Ingénieur Sécurité Cloud | Architecte Sécurité,NGO,"Sécurité Réseau,Sécurité Cloud | Cybersécurité Offensive (Pentest) | Sécurité Réseau | Sécurité Cloud | Développeur Sécurisé (DevSecOps) | Ingénieur Sécurité Cloud | Architecte Sécurité",Développeur Sécurisé (DevSecOps) | Ingénieur Sécurité Cloud | Architecte Sécurité,,,,,https://cybersapiens.com.au/,,1300 507 668,Lorimer,Melbourne,,AU,Australie,Australie,-37.8217993,144.9136695,Entreprises(produits/solutions et services) | Sécurité Réseau | Sécurité Cloud | Cybersécurité Offensive (Pentest) | Développeur Sécurisé (DevSecOps) | Ingénieur Sécurité Cloud | Architecte Sécurité,https://www.communecter.org/upload/communecter/organizations/698195a93ddd3459ad2d4506/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/698195a93ddd3459ad2d4506/medium/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/698195a93ddd3459ad2d4506/thumb/pastedimage.png,https://www.communecter.org/#@cyberSapiens,1770100255,1770100713
6a1fbb823e008321fb4ca856,Cyber Security Africa,cyberSecurityAfrica,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,Prestataire cybersécurité avec présence référencée à Nairobi.,https://www.cybersecurityafrica.com/,,,"Africa Headquarters: Nairobi, Kenya",Nairobi,,KE,Kenya,Kenya,-1.2890006,36.8172812,,https://www.communecter.org/upload/communecter/organizations/6a1fbb823e008321fb4ca856/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a1fbb823e008321fb4ca856/medium/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a1fbb823e008321fb4ca856/thumb/profil-resized.png,https://www.communecter.org/#@cyberSecurityAfrica,1780464514,1780464514
6a1978dc4a20e6669b2e8055,Cyber Security Maldives Pvt Ltd,cyberSecurityMaldivesPvtLtd,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,"Prestataire maldivien historique de sécurité de l’information, associé notamment à l’organisation de conférences et services cyber locaux.",https://cybersecurity.mv/,,,,Malé,,MV,Maldives,Maldives,4.1779879,73.5107387,,https://www.communecter.org/upload/communecter/organizations/6a1978dc4a20e6669b2e8055/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a1978dc4a20e6669b2e8055/medium/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a1978dc4a20e6669b2e8055/thumb/profil-resized.png,https://www.communecter.org/#@cyberSecurityMaldivesPvtLtd,1780054236,1780054236
6a18307947729133ad12a6c8,CyberCX,cybercx,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,,https://cybercx.com.au/,,,"330 Collins Street, Melbourne VIC 3000, Australia",Melbourne,,AU,Australie,Australia,-37.8142454,144.9631732,,,,,https://www.communecter.org/#@cybercx,1779970169,1779970170
6980ed3116902b419e745566,CyberCX Pty Ltd,cybercxPtyLtd,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services) | Sécurité Opérationnelle et Gouvernance (SOC) | Audit/Conseil et Conformité | Développeur Sécurisé (DevSecOps) | Sécurité Réseau | Ingénieur Sécurité Cloud,NGO,Sécurité Opérationnelle et Gouvernance (SOC) | Audit/Conseil et Conformité | Sécurité Réseau | Développeur Sécurisé (DevSecOps) | Ingénieur Sécurité Cloud,Développeur Sécurisé (DevSecOps) | Ingénieur Sécurité Cloud,,,,,https://cybercx.com.au/,,+61 1300 031 274,"Level 4, 330 Collins Street",Melbourne,,AU,Australie,Australia,-37.8154146,144.9656704,Entreprises(produits/solutions et services) | Sécurité Opérationnelle et Gouvernance (SOC) | Audit/Conseil et Conformité | Développeur Sécurisé (DevSecOps) | Sécurité Réseau | Ingénieur Sécurité Cloud,https://www.communecter.org/upload/communecter/organizations/6980ed3116902b419e745566/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/6980ed3116902b419e745566/medium/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/6980ed3116902b419e745566/thumb/pastedimage.png,https://www.communecter.org/#@cybercxPtyLtd,1770057112,1770057113
6a17f44793f0f5556a028a72,Cybergate Services,cybergateServices,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,,https://www.cybergate.one/,info@cybergate.lk,+94 753 783 783,"No.61, Soratha Mawatha, Gangodawila, Nugegoda WP 10250, Sri Lanka",Colombo,,LK,Sri Lanka,Sri Lanka,6.9388614,79.8542005,,https://www.communecter.org/upload/communecter/organizations/6a17f44793f0f5556a028a72/Cybergate-Services-1024x397.png,https://www.communecter.org/upload/communecter/organizations/6a17f44793f0f5556a028a72/medium/Cybergate-Services-1024x397.png,https://www.communecter.org/upload/communecter/organizations/6a17f44793f0f5556a028a72/thumb/profil-resized.png,https://www.communecter.org/#@cybergateServices,1779954759,1779954761
6a04541156555a548318df95,Cybergen / Cybergentz,cybergenCybergentz,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,Sécurité Opérationnelle et Gouvernance (SOC),,,,,,https://cybergentz.com/,,,"Building No. 4, Mlimani City Office Park, Dar es Salaam, Tanzania",Dar es-Salam,,TZ,Tanzanie,Tanzania,-6.8160837,39.2803583,,https://www.communecter.org/upload/communecter/organizations/6a04541156555a548318df95/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a04541156555a548318df95/medium/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a04541156555a548318df95/thumb/profil-resized.png,https://www.communecter.org/#@cybergenCybergentz,1778668561,1780035577
6a17f574854a0c26c50d3925,CyberGlobal Mauritius,cyberglobalMauritius,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,Prestataire SOC managé et services de cybersécurité ciblant Maurice.,https://cybergl.com/mu/soc/,,,,Port-Louis,,MU,Maurice,Mauritius,-20.1637281,57.5045331,,,,,https://www.communecter.org/#@cyberglobalMauritius,1779955060,1779955061
6979cb4fe9bd6200a64b0501,CyberInTrust,cyberintrust,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),NGO,,,,,,,www.cyberintrust.fr,jeanpierre.bidau@cyberintrust.fr,06 81 62 78 23,75 Rue Mikhail Gorbatchev,LE TAMPON,97430,RE,La Réunion,Réunion,-21.277228,55.5198616,Entreprises(produits/solutions et services),https://www.communecter.org/upload/communecter/organizations/6979cb4fe9bd6200a64b0501/cyber-in-trust.png,https://www.communecter.org/upload/communecter/organizations/6979cb4fe9bd6200a64b0501/medium/cyber-in-trust.png,https://www.communecter.org/upload/communecter/organizations/6979cb4fe9bd6200a64b0501/thumb/profil-resized.png,https://www.communecter.org/#@cyberintrust,1769589583,1769589583
698f50ccb874d87d99418562,CyberMatics Limited,cybermaticsLimited,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),NGO,Audit/Conseil et Conformité | Awareness,Pentester | Auditeur sécurité | Consultant GRC,,,,,https://cybermatics.co.ke/,,,Muthithi Road,Nairobi,,KE,Kenya,Kenya,-1.2711168,36.8119836,Entreprises(produits/solutions et services) | Audit/Conseil et Conformité | Awareness | Pentester | Auditeur sécurité | Consultant GRC,https://www.communecter.org/upload/communecter/organizations/698f50ccb874d87d99418562/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/698f50ccb874d87d99418562/medium/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/698f50ccb874d87d99418562/thumb/pastedimage.png,https://www.communecter.org/#@cybermaticsLimited,1771000078,1771000078
6a183099cfd5c632b763e25d,Cybermerc,cybermerc,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,,https://www.cybermerc.com/,,,"Canberra ACT, Australia",Canberra,,AU,Australie,Australia,-35.3057810,149.1149606,,,,,https://www.communecter.org/#@cybermerc,1779970201,1779970201
6a17f56701c23906f63a1a02,Cybernaptics Ltd,cybernapticsLtd,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,Fournisseur de solutions IT et cybersécurité.,https://cybernaptics.mu,info@cybernaptics.mu,,"Freeport Zone 5, Mer Rouge, Port Louis 11609, Mauritius",Port-Louis,,MU,Maurice,Mauritius,-20.1637281,57.5045331,,https://www.communecter.org/upload/communecter/organizations/6a17f56701c23906f63a1a02/cybernapticslogo.png,https://www.communecter.org/upload/communecter/organizations/6a17f56701c23906f63a1a02/medium/cybernapticslogo.png,https://www.communecter.org/upload/communecter/organizations/6a17f56701c23906f63a1a02/thumb/profil-resized.png,https://www.communecter.org/#@cybernapticsLtd,1779955047,1779955047
6979ffc6b8f172731c3836ba,Cybernaptics Madagascar,cybernapticsMadagascar,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,Cybersécurité,Pentesting,,,,Intégrateur et prestataire cybersécurité à Madagascar.,https://cybernaptics.mg/ ; https://cybernaptics.mg/contact-us/ ; https://cybernaptics.mg/home-v3/,info@cybernaptics.mg,+261 20 79 183 06,"04 Rue Pasteur, Antanimena, Antananarivo, Madagascar",Antananarivo,,MG,Madagascar,Madagasikara,-18.9100122,47.5255809,Entreprises(produits/solutions et services) | Réseaux/cluster | Pentesting | Cybersécurité,https://www.communecter.org/upload/communecter/organizations/6979ffc6b8f172731c3836ba/Cybernaptics-Madagascar-2.png,https://www.communecter.org/upload/communecter/organizations/6979ffc6b8f172731c3836ba/medium/Cybernaptics-Madagascar-2.png,https://www.communecter.org/upload/communecter/organizations/6979ffc6b8f172731c3836ba/thumb/profil-resized.png,https://www.communecter.org/#@cybernapticsMadagascar,1769603211,1780471170
6a17f474bd8bbf38e60d5710,Cybernetics IT Consulting,cyberneticsItConsulting,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,,https://cbnit.lk/,,+94 117 477 477,"Level 37, West Tower, World Trade Center, Colombo 01, Sri Lanka",Colombo,,LK,Sri Lanka,Sri Lanka,6.9388614,79.8542005,,https://www.communecter.org/upload/communecter/organizations/6a17f474bd8bbf38e60d5710/cropped-Finalized-cbnit-logo-e1771316824558.png,https://www.communecter.org/upload/communecter/organizations/6a17f474bd8bbf38e60d5710/medium/cropped-Finalized-cbnit-logo-e1771316824558.png,https://www.communecter.org/upload/communecter/organizations/6a17f474bd8bbf38e60d5710/thumb/profil-resized.png,https://www.communecter.org/#@cyberneticsItConsulting,1779954804,1779954804
6a19634c33a0b60fa168052b,CyberNX Technologies,cybernxTechnologies,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),,,,,,,"Entreprise de cybersécurité proposant surveillance des menaces, détection, réponse, sécurité réseau ou services de sécurité managée.",https://cybernx.com,,,,,,,,,,,,https://www.communecter.org/upload/communecter/organizations/6a19634c33a0b60fa168052b/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a19634c33a0b60fa168052b/medium/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a19634c33a0b60fa168052b/thumb/profil-resized.png,https://www.communecter.org/#@cybernxTechnologies,1780048716,1780048716
6979fe05f16b1e45525ebac3,Cyberon,cyberon,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,"cybersécurité, ethical hacking & protection des données",https://cyberon.co.za/,contact@cyberon.co.za,,,Pretoria,,ZA,Afrique du Sud,Afrique du Sud,-25.7459277,28.1879101,CyberSecurity,https://www.communecter.org/upload/communecter/organizations/6979fe05f16b1e45525ebac3/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/6979fe05f16b1e45525ebac3/medium/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/6979fe05f16b1e45525ebac3/thumb/profil-resized.png,https://www.communecter.org/#@cyberon,1769602963,1769602963
6a1963f133a0b60fa1680582,Cyberops Infosec,cyberopsInfosec,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),,,,,,,"Organisation intervenant dans l’écosystème indien de cybersécurité : services, conseil, formation, innovation ou appui à la sécurité numérique.",https://cyberops.in,,,"Jaipur, Rajasthan, India — adresse postale publique complète non identifiée",Jaipur,302001,IN,Inde,India,26.9154576,75.8189817,,https://www.communecter.org/upload/communecter/organizations/6a1963f133a0b60fa1680582/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a1963f133a0b60fa1680582/medium/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a1963f133a0b60fa1680582/thumb/profil-resized.png,https://www.communecter.org/#@cyberopsInfosec,1780048881,1780048881
6a1fbb600a84015a02076c11,CyberPro Global,cyberproGlobal,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,"Prestataire de services et de formation en cybersécurité, basé à Nairobi.",https://cyberproglobal.com/,,,"APA Arcade, Nairobi, Kenya",Nairobi,,KE,Kenya,Kenya,-1.2890006,36.8172812,,https://www.communecter.org/upload/communecter/organizations/6a1fbb600a84015a02076c11/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a1fbb600a84015a02076c11/medium/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a1fbb600a84015a02076c11/thumb/profil-resized.png,https://www.communecter.org/#@cyberproGlobal,1780464480,1780464481
6a183207236a7a5de429835b,CyberPulse,cyberpulse,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,,https://www.cyberpulse.com.au/,,,,,,,,,,,,,,,https://www.communecter.org/#@cyberpulse,1779970567,1779970567
697a0a9179dfee588963cc79,CyberRoam Africa Technologies,cyberroamAfricaTechnologies,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,Cybersécurité Offensive (Pentest),Consultant GRC | Auditeur de sécurité | Incident Responder | Pentester | Analyste Forensic,,,,"Acteur privé spécialisé en tests d'intrusion, formation et audit de sécurité.",https://www.cyberroam-africa.com/,,0732 830 928,"Nairobi, Kenya",Nairobi,,KE,Kenya,Kenya,-1.3015643,36.8128437,Entreprises(produits/solutions et services) | Réseaux/cluster | Cybersécurité Offensive (Pentest) | Incident Responder | Consultant GRC | Analyste Forensic | Auditeur de sécurité | Pentester,https://www.communecter.org/upload/communecter/organizations/697a0a9179dfee588963cc79/faviconV2.jpg,https://www.communecter.org/upload/communecter/organizations/697a0a9179dfee588963cc79/medium/faviconV2.jpg,https://www.communecter.org/upload/communecter/organizations/697a0a9179dfee588963cc79/thumb/profil-resized.png,https://www.communecter.org/#@cyberroamAfricaTechnologies,1769605899,1780464493
6a0453be56555a548318df8f,CyberTech Tanzania Limited,cybertechTanzaniaLimited,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,Sécurité Opérationnelle et Gouvernance (SOC),,,,,,https://cybertech.co.tz/,info@cybertech.co.tz,2556 52 60 60 78,"Dar es Salaam, Tanzania",Dar es-Salam,,TZ,Tanzanie,Tanzania,-6.8160837,39.2803583,,https://www.communecter.org/upload/communecter/organizations/6a0453be56555a548318df8f/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a0453be56555a548318df8f/medium/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a0453be56555a548318df8f/thumb/profil-resized.png,https://www.communecter.org/#@cybertechTanzaniaLimited,1778668478,1780035575
6a1965ce92df61291f181846,CyRAACS,cyraacs,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),,,,,,,"Prestataire ou éditeur de cybersécurité intervenant sur audit, gouvernance, conformité, gestion des vulnérabilités et protection des systèmes.",https://cyraacs.com,,,"No. 22, 1st Floor, 10th Main, Vasanth Nagar, Bengaluru 560052, Karnataka, India",Bangalore,,IN,Inde,India,12.9767936,77.5900820,,https://www.communecter.org/upload/communecter/organizations/6a1965ce92df61291f181846/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a1965ce92df61291f181846/medium/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a1965ce92df61291f181846/thumb/profil-resized.png,https://www.communecter.org/#@cyraacs,1780049358,1780049358
697c839aeca054203659c614,DABAGA CYBER SOLUTIONS LIMITED,dabagaCyberSolutionsLimited,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services) | Audit/Conseil et Conformité,NGO,Audit/Conseil et Conformité,Auditeur de sécurité,,,,,https://www.dabaga.co.tz/,,+255 744 202 192,Nkurumah St,Dar es-Salam,,TZ,Tanzanie,Tanzanie,-6.8229923,39.2827299,Entreprises(produits/solutions et services) | Audit/Conseil et Conformité,https://www.communecter.org/upload/communecter/organizations/697c839aeca054203659c614/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/697c839aeca054203659c614/medium/pastedimage.png,https://www.communecter.org/upload/communecter/organizations/697c839aeca054203659c614/thumb/pastedimage.png,https://www.communecter.org/#@dabagaCyberSolutionsLimited,1769768130,1769768130
6a183164cfd5c632b763e2a3,Darktrace Australia,darktraceAustralia,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,,https://darktrace.com/,,,,,,,,,,,,,,,https://www.communecter.org/#@darktraceAustralia,1779970404,1779970404
6a19882b93d3e12c4c29a9a1,Databytes Consultancy,databytesConsultancy,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,"Société seychelloise de conseil IT spécialisée dans le développement de projets, logiciels, cloud, support système et tests de pénétration.",https://databytes.sc/,,,"Providence Industrial Estate, Mahé, Seychelles",Victoria,,SC,Seychelles,Seychelles,-4.6232085,55.4523590,,https://www.communecter.org/upload/communecter/organizations/6a19882b93d3e12c4c29a9a1/faviconV2.jpg,https://www.communecter.org/upload/communecter/organizations/6a19882b93d3e12c4c29a9a1/medium/faviconV2.jpg,https://www.communecter.org/upload/communecter/organizations/6a19882b93d3e12c4c29a9a1/thumb/profil-resized.png,https://www.communecter.org/#@databytesConsultancy,1780058155,1780058156
6a18321a236a7a5de4298369,Datatech Cyber Security,datatechCyberSecurity,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,,https://www.datatech.net.au/services/cyber,,,"Datatech Cyber Security, Australia",Perth,,AU,Australie,Australia,-31.9558967,115.8605784,,,,,https://www.communecter.org/#@datatechCyberSecurity,1779970586,1779970586
6a1965b492df61291f181832,Deccan Infotech,deccanInfotech,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),,,,,,,"Organisation intervenant dans l’écosystème indien de cybersécurité : services, conseil, formation, innovation ou appui à la sécurité numérique.",https://deccansoft.com,,,"Unit No. 5, SDF-1, SEEPZ-SEZ, Andheri East, Mumbai 400096, Maharashtra, India",Mumbai,,IN,Inde,India,19.0549990,72.8692035,,https://www.communecter.org/upload/communecter/organizations/6a1965b492df61291f181832/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a1965b492df61291f181832/medium/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a1965b492df61291f181832/thumb/profil-resized.png,https://www.communecter.org/#@deccanInfotech,1780049332,1780049333
6a1830be2fb8f27c4f1d9a40,Deloitte Australia Cyber,deloitteAustraliaCyber,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,,https://www.deloitte.com/au/en/services/risk-advisory/services/cyber-risk-services.html,,,"477 Collins Street, Melbourne VIC 3000, Australia",Melbourne,,AU,Australie,Australia,-37.8142454,144.9631732,,,,,https://www.communecter.org/#@deloitteAustraliaCyber,1779970238,1779970238
6a19654279e0304b6b5aac05,Deloitte India Cyber,deloitteIndiaCyber,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),,,,,,,"Cabinet de conseil offrant des prestations liées à la cybersécurité, aux risques numériques, à la conformité, à l’audit et à la protection des données.",https://deloitte.com/in,,,,,,,,,,,,https://www.communecter.org/upload/communecter/organizations/6a19654279e0304b6b5aac05/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a19654279e0304b6b5aac05/medium/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a19654279e0304b6b5aac05/thumb/profil-resized.png,https://www.communecter.org/#@deloitteIndiaCyber,1780049218,1780049218
6a1fbbc53e008321fb4ca875,Deloitte Kenya,deloitteKenya,Entreprises (produits/solutions et services),Entreprises(produits/solutions et services),LocalBusiness,,,,,,Cabinet de conseil/audit avec offres cyber risk et tests d'intrusion.,https://www2.deloitte.com/ke/en.html,,,"Nairobi, Kenya",Nairobi,,KE,Kenya,Kenya,-1.3015643,36.8128437,,https://www.communecter.org/upload/communecter/organizations/6a1fbbc53e008321fb4ca875/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a1fbbc53e008321fb4ca875/medium/faviconV2.png,https://www.communecter.org/upload/communecter/organizations/6a1fbbc53e008321fb4ca875/thumb/profil-resized.png,https://www.communecter.org/#@deloitteKenya,1780464581,1780464582
